date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:18:31	29584/29584	---M--	200	added ('OK')	image/png	etag:%22601a96c4-7390%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--03@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--03@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:31	9090/9090	---M--	200	added ('OK')	image/png	etag:%22601a96c4-2382%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--04@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--04@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:32	7937/7937	---M--	200	added ('OK')	image/png	etag:%22601a96c4-1f01%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--05@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--05@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:32	11473/11473	---M--	200	added ('OK')	image/png	etag:%22601a96c4-2cd1%22	https://www.seanhalpin.design/images/work/custoji/custoji__sample--06@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/custoji/custoji__sample--06@2x.png	(from https://www.seanhalpin.design/work/custoji/)
01:18:32	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:32%20GMT	https://www.seanhalpin.design/work/browso	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/browso	(from https://www.seanhalpin.design/work/custoji/)
01:18:32	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:32%20GMT	https://www.seanhalpin.design/work/figma	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/figma	(from https://www.seanhalpin.design/work/custoji/)
01:18:33	34605/34605	---M--	200	added ('OK')	image/png	etag:%22601a96c4-872d%22	https://www.seanhalpin.design/images/work/figma/figma-header__1.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-header__1.png	(from https://www.seanhalpin.design/work/figma/)
01:18:33	16194/16194	---M--	200	added ('OK')	image/png	etag:%22601a96c4-3f42%22	https://www.seanhalpin.design/images/work/figma/figma-header__2.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-header__2.png	(from https://www.seanhalpin.design/work/figma/)
01:18:33	14522/14522	---M--	200	added ('OK')	image/png	etag:%22601a96c4-38ba%22	https://www.seanhalpin.design/images/work/figma/figma-header__3.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-header__3.png	(from https://www.seanhalpin.design/work/figma/)
01:18:33	234962/234962	---M--	200	added ('OK')	image/png	etag:%22601a96c4-395d2%22	https://www.seanhalpin.design/images/work/figma/figma-content--wirebox@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-content--wirebox@2x.png	(from https://www.seanhalpin.design/work/figma/)
01:18:34	101918/101918	---M--	200	added ('OK')	image/png	etag:%22601a96c4-18e1e%22	https://www.seanhalpin.design/images/work/figma/figma-content--cs@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-content--cs@2x.png	(from https://www.seanhalpin.design/work/figma/)
01:18:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:34%20GMT	https://www.seanhalpin.design/work/custoji	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/custoji	(from https://www.seanhalpin.design/work/figma/)
01:18:34	938799/938799	---M--	200	added ('OK')	image/png	etag:%22601a96c4-e532f%22	https://www.seanhalpin.design/images/work/figma/figma-content--figchat@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/figma/figma-content--figchat@2x.png	(from https://www.seanhalpin.design/work/figma/)
01:18:34	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:34%20GMT	https://www.seanhalpin.design/work/jeffsum	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/jeffsum	(from https://www.seanhalpin.design/work/figma/)
01:18:35	383952/383952	---M--	200	added ('OK')	image/png	etag:%22601a96c4-5dbd0%22	https://www.seanhalpin.design/images/work/jeffsum/jeffsum-header__01@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/jeffsum/jeffsum-header__01@2x.png	(from https://www.seanhalpin.design/work/jeffsum/)
01:18:35	383347/383347	---M--	200	added ('OK')	image/png	etag:%22601a96c4-5d973%22	https://www.seanhalpin.design/images/work/jeffsum/jeffsum-header__02@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/jeffsum/jeffsum-header__02@2x.png	(from https://www.seanhalpin.design/work/jeffsum/)
01:18:35	262488/262488	---M--	200	added ('OK')	image/png	etag:%22601a96c4-40158%22	https://www.seanhalpin.design/images/work/jeffsum/jeffsum-content__01@2x.png	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/images/work/jeffsum/jeffsum-content__01@2x.png	(from https://www.seanhalpin.design/work/jeffsum/)
01:18:35	162/162	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2006%20Sep%202022%2016:18:35%20GMT	https://www.seanhalpin.design/work/figma	C:/My%20Web%20Sites/CopyPortfolio/www.seanhalpin.design/work/figma	(from https://www.seanhalpin.design/work/jeffsum/)
01:18:36	98857/98857	---M-Z	200	added ('OK')	application/javascript	etag:%22f116c7e6b28e2aebeb60ade5bdc8e2b4+gzip%22	https://platform.twitter.com/widgets.js	C:/My%20Web%20Sites/CopyPortfolio/platform.twitter.com/widgets.js	(from https://www.seanhalpin.design/work/jeffsum/)
